Negage,Angola,GXG,FNNG,7874,-7.754509926,15.2876997
Brazzaville,Congo (Brazzaville),BZV,FCBB,10827,-4.251699924,15.25300026
Tiko,Cameroon,TKC,FKKC,4512,4.089190006,9.3605299
Owando,Congo (Brazzaville),FTX,FCOO,5905,-0.531350017,15.95009995
Bata,Equatorial Guinea,BSG,FGBT,10860,1.905470014,9.805680275
Oyem,Gabon,OYE,FOGO,5906,1.543110013,11.58139992
Ngiva,Angola,VPE,FNGI,10640,-17.0435009,15.68379974
Nosy Be,Madagascar,NOS,FMNN,7185,-13.31210041,48.31480026
Luanda,Angola,LAD,FNLU,12190,-8.85837,13.2312
Polokwane,South Africa,PTG,FAPP,8400,-23.845269,29.458615
Port Mathurin,Mauritius,RRG,FIMR,4223,-19.7577,63.361
Port Amboim,Angola,PBN,FNPA,3379,-10.72200012,13.76550007
N'Gaoundéré,Cameroon,NGE,FKKN,8858,7.357009888,13.55920029
Ndola,Zambia,NLA,FLND,8250,-12.99810028,28.66489983
Mananara Nord,Madagascar,WMR,FMNC,4101,-16.16390038,49.7737999
Mongu,Zambia,MNR,FLMG,4800,-15.25450039,23.16230011
Benguela,Angola,BUG,FNBG,5315,-12.60900021,13.40369987
Moheli,Comoros,NWA,FMCI,4265,-12.29810047,43.76639938
Livingstone,Zambia,LVI,FLLI,7520,-17.82180023,25.8227005
Vohemar,Madagascar,VOH,FMNV,4236,-13.37580013,50.00279999
Oyo,Congo (Brazzaville),OLL,FCOD,10827,-1.226666,15.91
Maroantsetra,Madagascar,WMN,FMNR,4265,-15.43669987,49.68830109
Bitam,Gabon,BMM,FOOB,5726,2.075639963,11.4932003
Vredendal,South Africa,VRE,FAVR,4265,-31.64100075,18.5447998
Yaoundé,Cameroon,YAO,FKKY,6519,3.83604002,11.52350044
Port Gentil,Gabon,POG,FOOG,6234,-0.711739004,8.754380226
Durban Virginia,South Africa,VIR,FAVG,3035,-29.77059937,31.0583992
Chingola,Zambia,CGJ,FLKE,4698,-12.57279968,27.89389992
Okondja,Gabon,OKN,FOGQ,4921,-0.665214002,13.67310047
Vyrburg,South Africa,VRU,FAVB,3937,-26.98240089,24.72879982
Luena,Angola,LUO,FNUE,7875,-11.76809978,19.89769936
Tzaneen,South Africa,LTA,FATZ,4659,-23.82439995,30.32929993
Omboue,Gabon,OMB,FOOH,5285,-1.574730039,9.26268959
Mueda,Mozambique,MUD,FQMD,7714,-11.6729002,39.56309891
Lambarene,Gabon,LBQ,FOGR,7555,-0.704388976,10.24569988
Franceville,Gabon,MVB,FOON,10105,-1.656159997,13.43799973
Lichinga,Mozambique,VXC,FQLC,8300,-13.274,35.2663
Chimoio,Mozambique,VPY,FQCH,7874,-19.15130043,33.42900085
Libreville,Gabon,LBV,FOOL,9844,0.458600014,9.412280083
Maputo,Mozambique,MPM,FQMA,12008,-25.920799,32.572601
Makokou,Gabon,MKU,FOOK,5892,0.579210997,12.89089966
Principe,São Tomé and Principe,PCP,FPPR,4331,1.662940025,7.411739826
São Tomé,São Tomé and Principe,TMS,FPST,7283,0.37817499,6.712150097
Quelimane,Mozambique,UEL,FQQL,5905,-17.85549927,36.86909866
Beira,Mozambique,BEW,FQBR,7874,-19.79640007,34.9076004
Mocímboa da Praia,Mozambique,MZB,FQMP,6562,-11.36180019,40.35490036
Nampula,Mozambique,APL,FQNP,6562,-15.10560036,39.28179932
N'Djamena,Chad,NDJ,FTTJ,9186,12.1337,15.034
Inhambabe,Mozambique,INH,FQIN,4921,-23.87639999,35.40850067
Faya-largeau,Chad,FYT,FTTY,9186,17.91710091,19.11109924
Mahe Island,Seychelles,SEZ,FSIA,9800,-4.67434,55.521801
Victoria Falls,Zimbabwe,VFA,FVFA,7708,-18.09589958,25.8390007
Vilanculo,Mozambique,VNX,FQVL,4823,-22.01840019,35.31330109
Praslin Island,Seychelles,PRI,FSPP,4318,-4.319290161,55.69139862
Monrovia Int,Liberia,ROB,GLRB,11000,6.23379,-10.3623
Hwange,Zimbabwe,HWN,FVWN,15091,-18.62989998,27.02099991
Nador,Morocco,NDR,GMMW,9842,34.98880005,-3.028209925
Kinshasa,Congo (Kinshasa),FIH,FZAA,15420,-4.38575,15.4446
Blantyre,Malawi,BLZ,FWCL,7628,-15.67910004,34.97399902
Lanzarote Island,Spain,ACE,GCRR,7874,28.945499,-13.6052
Kayes,Mali,KYS,GAKY,5267,14.48120022,-11.40439987
Tenerife Island South,Spain,TFS,GCTS,10499,28.04450035,-16.57250023
Bissau,Guinea-Bissau,OXB,GGOV,10499,11.89480019,-15.65369987
Bakel,Senegal,BXE,GOTB,5741,14.84729958,-12.46829987
Bunia,Congo (Kinshasa),BUX,FZKA,6070,1.565719962,30.2208004
Tan Tan,Morocco,TTA,GMAT,6562,28.44820023,-11.16129971
Ouarzazate,Morocco,OZZ,GMMZ,9842,30.93910027,-6.909430027
Kaolack,Senegal,KLC,GOOK,5249,14.14690018,-16.05130005
Bamako,Mali,BKO,GABS,10498,12.5335,-7.94994
Kindu,Congo (Kinshasa),KND,FZOA,7218,-2.919179916,25.91539955
Mopti,Mali,MZI,GAMB,8340,14.51280022,-4.079559803
Goma,Congo (Kinshasa),GOM,FZNA,6545,-1.670809984,29.2385006
Melilla,Spain,MLN,GEML,4685,35.27980042,-2.956259966
Kamina Base,Congo (Kinshasa),KMN,FZSA,8858,-8.642020226,25.25289917
Cap Skirring,Senegal,CSK,GOGS,6573,12.39533,-16.748
Tangier,Morocco,TNG,GMTT,11483,35.72689819,-5.916890144
Kikwit,Congo (Kinshasa),KKW,FZCA,5151,-5.035769939,18.78560066
Fuerteventura Island,Spain,FUE,GCFV,7874,28.45269966,-13.86380005
El Hierro Island,Spain,VDE,GCHI,4101,27.81480026,-17.88710022
Kentira,Morocco,NNA,GMMY,7995,34.2989006,-6.595880032
El Aaiún,Western Sahara,EUN,GMML,8861,27.151699,-13.2192
Gbadolite,Congo (Kinshasa),BDT,FZFD,10499,4.253210068,20.97529984
Marrakech,Morocco,RAK,GMMX,10170,31.60689926,-8.036299706
Bukavu/kavumu,Congo (Kinshasa),BKY,FZMA,6562,-2.308979988,28.80879974
Kisangani,Congo (Kinshasa),FKI,FZIC,11483,0.481638998,25.33799934
Rabat,Morocco,RBA,GMME,11483,34.051498,-6.75152
Dakar L.S. Senghor,Senegal,DKR,GOOY,11450,14.73970032,-17.49020004
Errachidia,Morocco,ERH,GMFK,10499,31.94750023,-4.398330212
Oujda,Morocco,OUD,GMFO,9843,34.78720093,-1.923990011
Al Hoceima,Morocco,AHU,GMTA,8202,35.17710114,-3.839519978
Dakar B Diagne,Senegal,DSS,GOBD,11483,14.67,-17.073333
Tenerife Island North,Spain,TFN,GCXO,11155,28.48270035,-16.34149933
Freetown,Sierra Leone,FNA,GFLL,10498,8.61644,-13.1955
Kolwezi,Congo (Kinshasa),KWZ,FZQM,5741,-10.76589966,25.50569916
Bulawayo,Zimbabwe,BUQ,FVBU,8491,-20.017401,28.617901
Luderitz,Namibia,LUD,FYLZ,6004,-26.68740082,15.24289989
Moundou,Chad,MQQ,FTTD,5906,8.624409676,16.07139969
Rundu,Namibia,NDU,FYRU,11004,-17.9564991,19.71940041
Tete,Mozambique,TET,FQTT,8225,-16.10479927,33.64020157
Ziguinchor,Senegal,ZIG,GOGG,5069,12.5556,-16.281799
Mbandaka,Congo (Kinshasa),MDK,FZEA,7223,0.022600001,18.2887001
Meknes,Morocco,MEK,GMFM,9252,33.8791008,-5.515120029
Karonga,Malawi,KGJ,FWKA,4200,-9.953570366,33.89300156
Dakhla,Western Sahara,VIL,GMMH,9842,23.7183,-15.932
Arandis,Namibia,ADI,FYAR,6300,-22.46220016,14.97999954
Dwangwa,Malawi,DWA,FWDW,3980,-12.5183,34.131901
Timbuktu,Mali,TOM,GATB,6923,16.73049927,-3.007580042
Gran Canaria Island,Spain,LPA,GCLP,10171,27.93190002,-15.38659954
Walvis Bay,Namibia,WVB,FYWB,7001,-22.9799,14.6453
Keetmanshoop,Namibia,KMP,FYKT,7598,-26.53980064,18.1114006
Harare,Zimbabwe,HRE,FVHA,15502,-17.931801,31.0928
Banjul,Gambia,BJL,GBYD,11811,13.3380003,-16.6522007
Chiredzi,Zimbabwe,BFO,FVCZ,5785,-21.008101,31.5786
Nouadhibou,Mauritania,NDB,GQPP,7961,20.93309975,-17.03000069
Mbuji Mayi,Congo (Kinshasa),MJM,FZWA,6558,-6.121240139,23.56900024
Gemena,Congo (Kinshasa),GMA,FZFK,6550,3.235369921,19.77129936
Sta Cruz de la Palma,Spain,GCLA,GCLA,7218,28.626499,-17.7556
Kédougou,Senegal,KGG,GOTK,5906,12.57229996,-12.22029972
Fes,Morocco,FEZ,GMFF,10499,33.9272995,-4.97796011
Kananga,Congo (Kinshasa),KGA,FZUA,7218,-5.900050163,22.46920013
Gao,Mali,GAQ,GAGO,8202,16.24839973,-0.005456
Tétouan,Morocco,TTU,GMTN,7546,35.59429932,-5.320020199
Windhoek Int,Namibia,WDH,FYWH,15010,-22.4799,17.4709
Kalemie,Congo (Kinshasa),FMI,FZRF,5741,-5.875559807,29.25
Agadir,Morocco,AGA,GMAD,10499,30.32500076,-9.413069725
Isiro,Congo (Kinshasa),IRP,FZJH,8202,2.827610016,27.5883007
Tsumeb,Namibia,TSB,FYTM,4823,-19.26189995,17.73250008
Monrovia Spriggs,Liberia,MLW,GLMR,6000,6.289060116,-10.75870037
Lubumbashi,Congo (Kinshasa),FBM,FZQA,10623,-11.59130001,27.53089905
Mzuzu,Malawi,ZZU,FWUU,4291,-11.44470024,34.01179886
Kariba,Zimbabwe,KAB,FVKB,5413,-16.51980019,28.88500023
Oranjemund,Namibia,OMD,FYOG,5252,-28.5847,16.446699
Lisala,Congo (Kinshasa),LIQ,FZGA,7200,2.17066,21.496901
Conakry,Guinea,CKY,GUCY,10826,9.57689,-13.612
Espargos,Cape Verde,SID,GVAC,10735,16.7414,-22.9494
Vila do Maio,Cape Verde,MMO,GVMA,3924,15.1559,-23.21369934
Abeche,Chad,AEH,FTTC,9186,13.84700012,20.84429932
Grootfontein,Namibia,GFY,FYGF,11680,-19.60219955,18.12269974
Windhoek Eros,Namibia,ERS,FYWE,7381,-22.61219978,17.08040047
Casablanca,Morocco,CMN,GMMN,12205,33.36750031,-7.589970112
Saint Louis,Senegal,XLS,GOSS,6230,16.05080032,-16.46319962
Rabil,Cape Verde,BVC,GVBA,6890,16.1364994,-22.88890076
N'dolo,Congo (Kinshasa),NLO,FZAB,5526,-4.326660156,15.32750034
Praia,Cape Verde,RAI,GVNP,6876,14.92450047,-23.49349976
São Pedro,Cape Verde,VXE,GVSV,6561,16.83320045,-25.05529976
Gambela,Ethiopia,GMB,HAGM,8248,8.128760338,34.56309891
Tambacounda,Senegal,TUD,GOTT,6562,13.73680019,-13.65310001
Atar,Mauritania,ATR,GQPA,9855,20.5067997,-13.04319954
Axum,Ethiopia,AXU,HAAX,7874,14.14680004,38.77280045
Addis Ababa,Ethiopia,ADD,HAAB,12467,8.977890015,38.79930115
Bandoundu,Congo (Kinshasa),FDU,FZBO,4528,-3.311320066,17.38170052
Bahir Dar,Ethiopia,BJR,HABD,9842,11.60809994,37.32160187
Ondangwa,Namibia,OND,FYOA,9800,-17.878201,15.9526
Dire Dawa,Ethiopia,DIR,HADR,8791,9.624699593,41.85419846
Smara,Western Sahara,SMW,GMMA,9850,26.7318,-11.6847
Lilongwe,Malawi,LLW,FWKI,11614,-13.7894001,33.78099823
Buta Zega,Congo (Kinshasa),BZU,FZKJ,6890,2.818350077,24.79369926
Masvingo,Zimbabwe,MVZ,FVMV,5663,-20.05529976,30.85910034
Nouakchott,Mauritania,NKC,GQNO,11155,18.31,-15.9697222
Maseru,Lesotho,MSU,FXMM,10498,-29.46229935,27.55249977
Pemba / Porto Amelia,Mozambique,POL,FQPB,5905,-12.99176216,40.52401352
Bujumbura,Burundi,BJM,HBBA,11811,-3.324019909,29.31850052
Preguiça,Cape Verde,SNE,GVSN,4593,16.58839989,-24.28470039
Makale,Ethiopia,MQX,HAMK,11825,13.4673996,39.53350067
Gondar,Ethiopia,GDQ,HAGN,9072,12.51990032,37.43399811
El Cairo,Egypt,CWE,HECW,9757,30.11639977,30.91539955
Arba Minch,Ethiopia,AMH,HAAM,9170,6.039390087,37.59049988
Hargeisa,Somalia,HGA,HCMH,8000,9.518170357,44.08879852
Debre Zeyit,Ethiopia,QHR,HAHM,5940,8.7163,39.0059
Asosa,Ethiopia,ASO,HASO,8218,10.01850033,34.5862999
Jimma,Ethiopia,JIM,HAJM,6562,7.666090012,36.8166008
El Arish,Egypt,AAC,HEAR,9905,31.07329941,33.83580017
Berbera,Somalia,BBO,HCMI,13582,10.38920021,44.94110107
Luxor,Egypt,LXR,HELX,9843,25.671,32.7066
Djibouti City,Djibouti,JIB,HDAM,10335,11.54730034,43.15950012
Massawa,Eritrea,MSW,HHMS,11384,15.67000008,39.37009811
Gode,Ethiopia,GDE,HAGO,7505,5.935130119,43.57860184
Mogadishu,Somalia,MGQ,HCMM,10335,2.01444006,45.30469894
Lodwar,Kenya,LOK,HKLO,3281,3.121969938,35.6086998
Asab,Eritrea,ASA,HHSB,11531,13.07180023,42.64500046
Lamu,Kenya,LAU,HKLU,3293,-2.252419949,40.9131012
Eldoret,Kenya,EDL,HKEL,11480,0.404457986,35.23889923
Taba,Egypt,TCP,HETB,13123,29.58779907,34.77809906
El Alamein,Egypt,DBB,HEAL,11479,30.92449951,28.46139908
Kitale,Kenya,KTL,HKKT,4757,0.971988976,34.95859909
Marsa Alam,Egypt,RMF,HEMA,9843,25.5571003,34.58369827
Alexandria El N.,Egypt,ALY,HEAX,7221,31.18390083,29.94890022
El Gora,Egypt,EGH,HEGR,7874,31.068559,34.129629
Masai Mara,Kenya,MRE,HKMS,3450,-1.406111,35.008057
Mombasa,Kenya,MBA,HKMO,10991,-4.034830093,39.59420013
Malindi,Kenya,MYD,HKML,4600,-3.229310036,40.10169983
Abu Simbel,Egypt,ABS,HEBL,9843,22.37599945,31.61170006
Sabha,Libya,SEB,HLLS,11778,26.98699951,14.47249985
Aswan,Egypt,ASW,HESN,11161,23.96439934,32.81999969
Hurghada,Egypt,HRG,HEGN,13124,27.17830086,33.79940033
Juba,South Sudan,JUB,HSSJ,7874,4.872010231,31.60110092
Tripoli Mitiga,Libya,MJI,HLLM,11076,32.89410019,13.27600002
Zanzibar,Tanzania,ZNZ,HTZA,8077,-6.22202,39.224899
Albany|NY,United States,ALB,KALB,7200,42.74829865,-73.80169678
Albuquerque,United States,ABQ,KABQ,13793,35.040199,-106.609001
Mersa Matruh,Egypt,MUH,HEMM,9843,31.3253994,27.22170067
Marsa Brega,Libya,LMQ,HLMB,7220,30.37809944,19.57640076
Ghadames,Libya,LTD,HLTD,11811,30.15169907,9.715310097
Port Said,Egypt,PSD,HEPS,7707,31.27939987,32.24000168
Pittsburgh Allegheny,United States,AGC,KAGC,6501,40.35440063,-79.93019867
Kismayu,Somalia,KMU,HCMK,12139,-0.377353013,42.45920181
Mwanza,Tanzania,MWZ,HTMW,10212,-2.444489956,32.93270111
Alton/St Louis,United States,ALN,KALN,8101,38.89030075,-90.04599762
Waco,United States,ACT,KACT,6596,31.61129951,-97.23049927
Kigali,Rwanda,KGL,HRYR,11483,-1.96863,30.1395
Cairo,Egypt,CAI,HECA,13124,30.12190056,31.40559959
Nairobi Int,Kenya,NBO,HKJK,13507,-1.319239974,36.92779922
Nduli,Tanzania,IRI,HTIR,5508,-7.668630123,35.7521019
Kisumu,Kenya,KIS,HKKI,6511,-0.086139001,34.72890091
Soroti,Uganda,SRT,HUSO,6100,1.727689981,33.62279892
Asmara,Eritrea,ASM,HHAS,9842,15.29189968,38.91070175
Arcata/Eureka,United States,ACV,KACV,6000,40.978101,-124.109
Denver Centennial,United States,APA,KAPA,10002,39.57009888,-104.848999
Al-Ubayyid,Sudan,EBD,HSOB,9843,13.15320015,30.23270035
Arusha Kilimanjaro Int,Tanzania,JRO,HTKJ,11834,-3.429409981,37.07450104
Albany|GA,United States,ABY,KABY,6601,31.53549957,-84.19450378
Wau,South Sudan,WUU,HSWW,7644,7.725830078,27.97500038
Mbeya,Tanzania,MBI,HTGW,10925,-8.919942,33.273981
Ghat,Libya,GHT,HLGT,11811,25.14559937,10.14260006
Arusha,Tanzania,ARK,HTAR,5377,-3.367789984,36.63330078
Waterloo,United States,ALO,KALO,8400,42.55709839,-92.40029907
Tanga,Tanzania,TGT,HTTG,4160,-5.09236002,39.07120132
Alice,United States,ALI,KALI,5997,27.74090004,-98.02690125
Athens,United States,AHN,KAHN,5522,33.94860077,-83.32630157
El Fasher,Sudan,ELF,HSFS,9744,13.61489964,25.32460022
Gulu,Uganda,ULU,HUGU,10314,2.805560112,32.27180099
Walla Walla,United States,ALW,KALW,6526,46.09489822,-118.288002
Tripoli Int,Libya,TIP,HLLT,11815,32.66350174,13.1590004
Lokichoggio,Kenya,LKG,HKLK,6195,4.204120159,34.34820175
Augusta|GA Regional,United States,AGS,KAGS,8001,33.36989975,-81.96450043
Benghazi,Libya,BEN,HLLB,11732,32.09680176,20.26950073
Wajir,Kenya,WJR,HKWJ,9193,1.73324,40.091599
Al Bayda',Libya,LAQ,HLLQ,11824,32.7887001,21.96430016
Port Sudan,Sudan,PZU,HSPN,8202,19.43359947,37.23410034
Abilene,United States,ABI,KABI,7202,32.41130066,-99.68190002
Alpena,United States,APN,KAPN,9001,45.0780983,-83.56030273
Sirt,Libya,SRX,HLGD,11807,31.06349945,16.59499931
Allentown,United States,ABE,KABE,7600,40.65209961,-75.44080353
Dodoma,Tanzania,DOD,HTDO,6700,-6.170440197,35.75260162
Gisenyi,Rwanda,GYI,HRYG,3330,-1.67719996,29.25889969
Anniston,United States,ANB,KANB,7000,33.5882,-85.8581
Nairobi Wilson,Kenya,WIL,HKNW,5052,-1.321720004,36.81480026
Alexandria Int,United States,AEX,KAEX,9352,31.32740021,-92.54979706
Kassala,Sudan,KSL,HSKA,8202,15.38749981,36.3288002
Mtwara,Tanzania,MYW,HTMT,7410,-10.33909988,40.18180084
Kufra,Libya,AKF,HLKF,12007,24.17869949,23.31399918
Merowe,Sudan,MWE,HSMN,13124,18.44333333,31.84333333
Khartoum,Sudan,KRT,HSSS,9751,15.58950043,32.55319977
Naples,United States,APF,KAPF,5290,26.15259933,-81.77529907
Nantucket,United States,ACK,KACK,6303,41.25310135,-70.06020355
Atlantic City,United States,ACY,KACY,10000,39.45759964,-74.57720184
Sharm el-Sheikh,Egypt,SSH,HESH,10108,27.97730064,34.39500046
Fort Worth Alliance,United States,AFW,KAFW,11010,32.98759842,-97.31880188
Kamembe,Rwanda,KME,HRZA,4921,-2.462239981,28.90789986
Alamosa,United States,ALS,KALS,8519,37.434898,-105.866997
Amboseli National Park,Kenya,ASV,HKAM,3284,-2.645050049,37.25310135
New Iberia,United States,ARA,KARA,8002,30.0378,-91.883904
Dar es Salaam,Tanzania,DAR,HTDA,9843,-6.87811,39.202599
Dongola,Sudan,DOG,HSDN,9843,19.15390015,30.43009949
Chake,Tanzania,PMA,HTPE,5003,-5.257259846,39.81140137
Akron Fulton,United States,AKC,KAKR,6337,41.03749847,-81.46690369
Aberdeen,United States,ABR,KABR,6901,45.44910049,-98.42179871
Anderson,United States,AND,KAND,6002,34.49459839,-82.70939636
Amarillo,United States,AMA,KAMA,13502,35.219398,-101.706001
Augusta|ME,United States,AUG,KAUG,5001,44.3205986,-69.79730225
Asheville,United States,AVL,KAVL,8001,35.43619919,-82.54180145
Wausau,United States,AUW,KAUW,8000,44.92620087,-89.62660217
Aspen,United States,ASE,KASE,7006,39.22320175,-106.8690033
Lake Manyara National Park,Tanzania,LKY,HTLM,4003,-3.37631011,35.81829834
Altoona,United States,AOO,KAOO,5466,40.29639816,-78.31999969
Austin,United States,AUS,KAUS,12248,30.19449997,-97.66989899
Alamogordo,United States,ALM,KALM,7006,32.83990097,-105.9909973
Atlanta Int,United States,ATL,KATL,11890,33.6367,-84.428101
Watertown|SD,United States,ATY,KATY,6900,44.91400146,-97.15470123
Alexandria Int,Egypt,HBE,HEBA,11156,30.91769981,29.69639969
Kampala,Uganda,EBB,HUEN,12000,0.042386,32.443501
Astoria,United States,AST,KAST,5796,46.15800095,-123.8789978
St. Catherine,Egypt,SKV,HESC,6939,28.68530083,34.0625
Malakal,South Sudan,MAK,HSSM,6562,9.558970451,31.6522007
Assiut,Egypt,ATZ,HEAT,9905,27.04649925,31.01199913
Bangor,United States,BGR,KBGR,11440,44.80739975,-68.82810211
Watertown|NY,United States,ART,KART,5000,43.9919014,-76.021698
Baudette,United States,BDE,KBDE,6000,48.72840118,-94.61219788
Brady,United States,BBD,KBBD,4604,31.17930031,-99.32389832
Binghamton,United States,BGM,KBGM,7100,42.20869827,-75.97979736
Bakersfield,United States,BFL,KBFL,10857,35.43360138,-119.0569992
Bedford,United States,BED,KBED,7001,42.47000122,-71.28900146
Scottsbluff,United States,BFF,KBFF,8279,41.87400055,-103.5960007
Wilkes-Barre/Scranton,United States,AVP,KAVP,7501,41.33850098,-75.7233963
Mobile Downtown,United States,BFM,KBFM,9618,30.62680054,-88.06809998
Columbus|IN,United States,CLU,KBAK,6400,39.26190186,-85.89630127
Seattle Boeing Field,United States,BFI,KBFI,10007,47.52999878,-122.302002
Bradford,United States,BFD,KBFD,6309,41.80310059,-78.64009857
Alexandria|MN,United States,AXN,KAXN,5100,45.86629868,-95.3946991
Bryce Canyon,United States,BCE,KBCE,7395,37.70640183,-112.1449966
Birmingham,United States,BHM,KBHM,10000,33.56290054,-86.75350189
Billings,United States,BIL,KBIL,10518,45.80770111,-108.5429993
Westfield/Springfield,United States,BAF,KBAF,9000,42.157799,-72.715599
Kalamazoo,United States,AZO,KAZO,6500,42.23490143,-85.55210114
Hartford Int,United States,BDL,KBDL,9510,41.93889999,-72.68319702
Bismarck,United States,BIS,KBIS,8794,46.77270126,-100.7460022
Bemidji,United States,BJI,KBJI,6598,47.50939941,-94.93370056
Baker City,United States,BKE,KBKE,5095,44.83729935,-117.8089981
Bar Harbor,United States,BHB,KBHB,5200,44.45000076,-68.3615036
Bishop,United States,BIH,KBIH,7498,37.37310028,-118.3639984
Denver Metrop.,United States,BJC,KBJC,9000,39.90879822,-105.1169968
Bridgeport,United States,BDR,KBDR,4761,41.16350174,-73.12619781
Beckley,United States,BKW,KBKW,6750,37.78730011,-81.12419891
Bluefield,United States,BLF,KBLF,4742,37.29579926,-81.20770264
Beaver Falls,United States,BFP,KBVI,4501,40.77249908,-80.3914032
Blythe,United States,BLH,KBLH,6543,33.61920166,-114.7170029
Cleveland Burke,United States,BKL,KBKL,6198,41.51750183,-81.6832962
Houston Conroe,United States,CXO,KCXO,6000,30.351801,-95.414497
Butte,United States,BTM,KBTM,9001,45.95479965,-112.4970016
Brainerd,United States,BRD,KBRD,6500,46.39830017,-94.13809967
Clarksburg,United States,CKB,KCKB,7800,39.29660034,-80.22810364
Brunswick|GA Malcolm I.,United States,BQK,KBQK,8001,31.25880051,-81.46649933
Bloomington/Normal,United States,BMI,KBMI,8000,40.47710037,-88.91590118
Charleston,United States,CHS,KCHS,9001,32.89860153,-80.04049683
Sault Ste Marie intl,United States,CIU,KCIU,7201,46.25080109,-84.47239685
Buffalo,United States,BUF,KBUF,8102,42.94049835,-78.73220062
Blytheville,United States,BYH,KBYH,11602,35.96429825,-89.94400024
Bloomington,United States,BMG,KBMG,6500,39.14599991,-86.61669922
Beaumont/Port Arthur,United States,BPT,KBPT,6750,29.95079994,-94.02069855
Columbus|OH John Glenn,United States,CMH,KCMH,10125,39.998001,-82.891899
Cedar City,United States,CDC,KCDC,8653,37.70100021,-113.098999
Brownsville,United States,BRO,KBRO,7400,25.90679932,-97.42590332
Chattanooga,United States,CHA,KCHA,7400,35.03530121,-85.20379639
Hancock,United States,CMX,KCMX,6501,47.16839981,-88.4890976
College Station,United States,CLL,KCLL,7000,30.58860016,-96.36380005
Burlington|VT,United States,BTV,KBTV,8320,44.47190094,-73.15329742
Battle Creek,United States,BTL,KBTL,10003,42.30730057,-85.25150299
Daggett,United States,DAG,KDAG,6400,34.85369873,-116.7870026
Bellingham,United States,BLI,KBLI,6701,48.7928009,-122.538002
Burlington|IA,United States,BRL,KBRL,6702,40.78319931,-91.12550354
Springfield/Chicopee,United States,CEF,KCEF,11597,42.19400024,-72.53479767
Charles City,United States,CCY,KCCY,4001,43.07260132,-92.6108017
Boise,United States,BOI,KBOI,10000,43.5644,-116.223
Cedar Rapids,United States,CID,KCID,8601,41.88470078,-91.71080017
Cleveland Int,United States,CLE,KCLE,9000,41.4117012,-81.84980011
Bowling Green,United States,BWG,KBWG,6500,36.96450043,-86.41970062
Burbank,United States,BUR,KBUR,6886,34.20069885,-118.3590012
Cheyenne,United States,CYS,KCYS,9267,41.15570068,-104.8119965
Carlsbad|CA,United States,CLD,KCRQ,4897,33.12829971,-117.2799988
Baton Rouge,United States,BTR,KBTR,7004,30.533199,-91.149597
Cincinnati|KY,United States,CVG,KCVG,12000,39.04880142,-84.6678009
Cape Girardeau,United States,CGI,KCGI,6499,37.22529984,-89.57080078
Columbia|SC L.B. Owens,United States,CUB,KCUB,5002,33.97050095,-80.99520111
Cleveland Cuyahoga,United States,CGF,KCGF,5102,41.56510162,-81.48639679
Chadron,United States,CDR,KCDR,6001,42.83760071,-103.0950012
Crossville,United States,CSV,KCSV,5418,35.95130157,-85.08499908
Carlsbad.NM,United States,CNM,KCNM,7854,32.33750153,-104.2630005
Baltimore Int,United States,BWI,KBWI,10502,39.1754,-76.668297
Belleville,United States,BLV,KBLV,10000,38.5452,-89.835197
Dayton,United States,DAY,KDAY,10900,39.90240097,-84.2193985
Chanute,United States,CNU,KCNU,4255,37.66880035,-95.48509979
Columbus|GA,United States,CSG,KCSG,6997,32.5163002,-84.93890381
Coeur d'Alene,United States,COE,KCOE,7400,47.77429962,-116.8199997
Crescent City,United States,CEC,KCEC,5002,41.78020096,-124.2369995
Columbia|MO,United States,COU,KCOU,6501,38.81809998,-92.21959686
Cody,United States,COD,KCOD,8268,44.52019882,-109.0240021
Dubuque,United States,DBQ,KDBQ,6502,42.40200043,-90.70950317
Concord,United States,CON,KCON,6005,43.20270157,-71.50229645
Caribou,United States,CAR,KCAR,4003,46.87149811,-68.01789856
Burns,United States,BNO,KBNO,5100,43.59189987,-118.9550018
Mosinee,United States,CWA,KCWA,7645,44.77759933,-89.66680145
Beverly,United States,BVY,KBVY,5001,42.58420181,-70.91649628
Charlottesville,United States,CHO,KCHO,6001,38.1385994,-78.45290375
Cut Bank,United States,CTB,KCTB,5300,48.60839844,-112.3759995
Bozeman,United States,BZN,KBZN,9003,45.77750015,-111.1529999
Nashville,United States,BNA,KBNA,11030,36.12450027,-86.67819977
Boston,United States,BOS,KBOS,10083,42.36429977,-71.00520325
Jacksonville|FL Executive,United States,CRG,KCRG,4004,30.3362999,-81.51439667
Crestview Bob Sikes,United States,CEW,KCEW,8005,30.77879906,-86.52210236
Daytona Beach,United States,DAB,KDAB,10500,29.179899,-81.058098
Charlotte,United States,CLT,KCLT,10000,35.2140007,-80.94309998
Champaign/Urbana,United States,CMI,KCMI,8100,40.03919983,-88.27809906
Port Angeles,United States,CLM,KCLM,6347,48.12020111,-123.5
North Myrtle Beach,United States,CRE,KCRE,5996,33.81169891,-78.72389984
Burley,United States,BYI,KBYI,4094,42.54259872,-113.7720032
Dallas,United States,DAL,KDAL,8800,32.847099,-96.851799
Mountain Home,United States,WMH,KBPK,5001,36.3689003,-92.47049713
Columbia|SC Metrop.,United States,CAE,KCAE,8601,33.93880081,-81.11949921
Corpus Christi,United States,CRP,KCRP,7508,27.77039909,-97.50119781
Akron Canton,United States,CAK,KCAK,7601,40.91609955,-81.44219971
